grid_num,col1_type,col1_code,col1_label,col2_type,col2_code,col2_label,col3_type,col3_code,col3_label,row1_type,row1_code,row1_label,row2_type,row2_code,row2_label,row3_type,row3_code,row3_label
434,team,LAD,Los Angeles Dodgers,stat,,Played Center Fieldmin. 1 game,stat,,30+ HR SeasonBatting,team,SEA,Seattle Mariners,team,MIL,Milwaukee Brewers,team,TEX,Texas Rangers
435,team,SDP,San Diego Padres,team,NYM,New York Mets,stat,,Played Third Basemin. 1 game,team,WSN,Washington Nationals,team,STL,St. Louis Cardinals,stat,,100+ RBI SeasonBatting
436,team,CIN,Cincinnati Reds,team,KCR,Kansas City Royals,stat,,300+ HR CareerBatting,team,DET,Detroit Tigers,team,ARI,Arizona Diamondbacks,stat,,Played Catchermin. 1 game
437,team,CHW,Chicago  White Sox,team,PHI,Philadelphia Phillies,stat,,.300+ AVG SeasonBatting,team,ANA,Los Angeles Angels,team,MIN,Minnesota Twins,stat,,Hall of Fame
438,team,ATL,Atlanta Braves,stat,,100+ Run SeasonBatting,stat,,All Star,team,NYY,New York Yankees,team,OAK, Athletics,team,COL,Colorado Rockies
439,team,CHC,Chicago Cubs,stat,,2000+ Hits CareerBatting,stat,,Pitchedmin. 1 game,team,NYM,New York Mets,team,LAD,Los Angeles Dodgers,team,BAL,Baltimore Orioles
440,team,TOR,Toronto  Blue Jays,stat,,6+ WAR Season,stat,,Only One Team,team,DET,Detroit Tigers,stat,,200+ Wins CareerPitching,stat,,Played First Basemin. 1 game
441,stat,,10+ Win SeasonPitching,stat,,Played Shortstopmin. 1 game,stat,,Born Outside US 50 States and DC,team,CLE,Cleveland Guardians,team,WSN,Washington Nationals,team,FLA,Miami Marlins
442,team,OAK, Athletics,team,HOU,Houston Astros,stat,,200+ K SeasonPitching,team,SDP,San Diego Padres,team,MIL,Milwaukee Brewers,team,SFG,San Francisco Giants
443,team,PIT,Pittsburgh Pirates,stat,,30+ Save SeasonPitching,stat,,Silver Slugger,team,BOS,Boston   Red Sox,team,CIN,Cincinnati Reds,team,MIN,Minnesota Twins
444,team,PHI,Philadelphia Phillies,stat,,Played Third Basemin. 1 game,stat,,100+ RBI SeasonBatting,team,SEA,Seattle Mariners,team,NYY,New York Yankees,team,TEX,Texas Rangers
445,stat,,Played Catchermin. 1 game,stat,,All Star,stat,,Hall of Fame,team,STL,St. Louis Cardinals,team,SFG,San Francisco Giants,stat,,Played In Major Negro Lgs
446,team,CLE,Cleveland Guardians,team,DET,Detroit Tigers,stat,,300+ HR CareerBatting,team,CHW,Chicago  White Sox,team,CHC,Chicago Cubs,team,WSN,Washington Nationals
447,stat,,Played Outfieldmin. 1 game,stat,,3000+ Hits CareerBatting,stat,,30+ HR SeasonBatting,stat,,.300+ AVG SeasonBatting,stat,,First Round Draft Pick,stat,,MVP
448,team,TBD,Tampa Bay Rays,team,KCR,Kansas City Royals,stat,,40+ WAR Career,team,NYM,New York Mets,team,MIN,Minnesota Twins,stat,,Played Second Basemin. 1 game
449,team,TOR,Toronto  Blue Jays,team,BOS,Boston   Red Sox,stat,,30+ SB Season,team,OAK, Athletics,team,NYY,New York Yankees,team,SDP,San Diego Padres
450,team,LAD,Los Angeles Dodgers,stat,,2000+ K CareerPitching,stat,,10+ Win SeasonPitching,team,ANA,Los Angeles Angels,team,ATL,Atlanta Braves,team,DET,Detroit Tigers
451,team,STL,St. Louis Cardinals,team,CHW,Chicago  White Sox,stat,,Gold Glove,team,CIN,Cincinnati Reds,team,SEA,Seattle Mariners,team,PHI,Philadelphia Phillies
452,team,SDP,San Diego Padres,stat,,Played Shortstopmin. 1 game,stat,,Silver Slugger,team,BAL,Baltimore Orioles,team,PIT,Pittsburgh Pirates,team,SFG,San Francisco Giants
453,team,CLE,Cleveland Guardians,team,NYM,New York Mets,stat,,Pitchedmin. 1 game,team,BOS,Boston   Red Sox,team,MIN,Minnesota Twins,stat,,Played Catchermin. 1 game
454,stat,,Hall of Fame,stat,,All Star,stat,,Only One Team,team,HOU,Houston Astros,team,TEX,Texas Rangers,stat,,2000+ Hits CareerBatting
455,team,KCR,Kansas City Royals,stat,,≤ 3.00 ERA Season,stat,,.300+ AVG SeasonBatting,team,MIL,Milwaukee Brewers,team,CHC,Chicago Cubs,team,NYY,New York Yankees
456,stat,,10+ HR SeasonBatting,stat,,10+ Win SeasonPitching,stat,,All Star,team,TOR,Toronto  Blue Jays,stat,,Born Outside US 50 States and DC,stat,,
457,team,COL,Colorado Rockies,team,BAL,Baltimore Orioles,stat,,Played Left Fieldmin. 1 game,team,SFG,San Francisco Giants,team,NYM,New York Mets,stat,,Played Right Fieldmin. 1 game
458,team,OAK, Athletics,team,CIN,Cincinnati Reds,stat,,100+ RBI SeasonBatting,team,WSN,Washington Nationals,team,MIN,Minnesota Twins,stat,,Rookie of the Year
459,team,ATL,Atlanta Braves,stat,,Played Center Fieldmin. 1 game,stat,,,team,BOS,Boston   Red Sox,team,CHW,Chicago  White Sox,stat,,200+ Hits SeasonBatting
460,team,CHC,Chicago Cubs,stat,,Played Third Basemin. 1 game,stat,,30+ HR SeasonBatting,team,PHI,Philadelphia Phillies,team,ANA,Los Angeles Angels,team,HOU,Houston Astros
461,stat,,200+ Wins CareerPitching,stat,,Silver Slugger,stat,,6+ WAR Season,team,NYY,New York Yankees,team,CLE,Cleveland Guardians,stat,,Cy Young
462,team,ARI,Arizona Diamondbacks,stat,,40+ WAR Career,stat,,Played First Basemin. 1 game,team,ANA,Los Angeles Angels,team,DET,Detroit Tigers,stat,,First Round Draft Pick
463,team,PIT,Pittsburgh Pirates,stat,,Played Outfieldmin. 1 game,stat,,300+ HR CareerBatting,team,KCR,Kansas City Royals,team,FLA,Miami Marlins,team,OAK, Athletics
464,team,CHW,Chicago  White Sox,stat,,Gold Glove,stat,,MVP,team,LAD,Los Angeles Dodgers,team,STL,St. Louis Cardinals,team,TEX,Texas Rangers
465,team,SFG,San Francisco Giants,stat,,Pitchedmin. 1 game,stat,,Played Catchermin. 1 game,team,SEA,Seattle Mariners,team,ATL,Atlanta Braves,team,WSN,Washington Nationals
466,team,TBD,Tampa Bay Rays,stat,,Played Shortstopmin. 1 game,stat,,Born Outside US 50 States and DC,team,SDP,San Diego Padres,team,TOR,Toronto  Blue Jays,stat,,2000+ Hits CareerBatting
467,team,MIL,Milwaukee Brewers,team,PHI,Philadelphia Phillies,stat,,Hall of Fame,team,NYM,New York Mets,team,BOS,Boston   Red Sox,stat,,Only One Team
468,stat,,.300+ AVG SeasonBatting,stat,,30+ HR SeasonBatting,stat,,Played Second Basemin. 1 game,stat,,100+ Run SeasonBatting,stat,,100+ RBI SeasonBatting,stat,,30+ SB Season
469,team,BAL,Baltimore Orioles,stat,,6+ WAR Season,stat,,10+ Win SeasonPitching,team,KCR,Kansas City Royals,team,HOU,Houston Astros,stat,,≤ 3.00 ERA Season
470,team,CHC,Chicago Cubs,stat,,.300+ AVG CareerBatting,stat,,200+ Wins CareerPitching,team,MIN,Minnesota Twins,team,PIT,Pittsburgh Pirates,team,CIN,Cincinnati Reds
471,team,CLE,Cleveland Guardians,team,COL,Colorado Rockies,stat,,200+ Hits SeasonBatting,team,NYY,New York Yankees,team,DET,Detroit Tigers,team,STL,St. Louis Cardinals
472,team,BOS,Boston   Red Sox,stat,,Rookie of the Year,stat,,300+ HR CareerBatting,team,LAD,Los Angeles Dodgers,stat,,MVP,stat,,Gold Glove
473,team,WSN,Washington Nationals,stat,,2000+ K CareerPitching,stat,,Threw a No‑Hitter,team,BAL,Baltimore Orioles,team,CHW,Chicago  White Sox,stat,,All Star
474,team,TEX,Texas Rangers,stat,,200+ K SeasonPitching,stat,,First Round Draft Pick,team,OAK, Athletics,team,SEA,Seattle Mariners,team,ANA,Los Angeles Angels
475,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,40+ HR SeasonBatting,stat,,Only One Team,stat,,3000+ Hits CareerBatting
476,team,ATL,Atlanta Braves,team,SFG,San Francisco Giants,stat,,Played Catchermin. 1 game,team,CHC,Chicago Cubs,team,TOR,Toronto  Blue Jays,team,PIT,Pittsburgh Pirates
477,team,SDP,San Diego Padres,team,HOU,Houston Astros,stat,,20+ Win SeasonPitching,team,PHI,Philadelphia Phillies,team,NYM,New York Mets,stat,,≤ 3.00 ERA Season
478,team,BOS,Boston   Red Sox,team,CIN,Cincinnati Reds,team,ANA,Los Angeles Angels,team,KCR,Kansas City Royals,team,SEA,Seattle Mariners,stat,,300+ Save CareerPitching
479,team,FLA,Miami Marlins,team,STL,St. Louis Cardinals,stat,,Hall of Fame,team,DET,Detroit Tigers,team,NYY,New York Yankees,team,MIL,Milwaukee Brewers
480,stat,,Played First Basemin. 1 game,stat,,Played Second Basemin. 1 game,stat,,Played Third Basemin. 1 game,team,MIN,Minnesota Twins,team,ARI,Arizona Diamondbacks,team,CHW,Chicago  White Sox
481,team,OAK, Athletics,stat,,300+ HR CareerBatting,stat,,All Star,team,BAL,Baltimore Orioles,team,CLE,Cleveland Guardians,stat,,Silver Slugger
482,stat,,30+ SB Season,stat,,100+ RBI SeasonBatting,stat,,200+ Hits SeasonBatting,team,CHC,Chicago Cubs,team,SFG,San Francisco Giants,stat,,Born Outside US 50 States and DC
483,team,CIN,Cincinnati Reds,stat,,Played Shortstopmin. 1 game,stat,,6+ WAR Season,team,LAD,Los Angeles Dodgers,team,TEX,Texas Rangers,team,ATL,Atlanta Braves
484,team,MIN,Minnesota Twins,stat,,2000+ Hits CareerBatting,stat,,40+ HR SeasonBatting,team,DET,Detroit Tigers,team,BOS,Boston   Red Sox,team,MIL,Milwaukee Brewers
485,team,TBD,Tampa Bay Rays,stat,,40+ WAR Career,stat,,.300+ AVG SeasonBatting,team,SEA,Seattle Mariners,team,WSN,Washington Nationals,team,STL,St. Louis Cardinals
486,team,BAL,Baltimore Orioles,team,PIT,Pittsburgh Pirates,stat,,≤ 3.00 ERA Season,team,PHI,Philadelphia Phillies,team,TOR,Toronto  Blue Jays,stat,,Hall of Fame
487,team,NYY,New York Yankees,stat,,Played Outfieldmin. 1 game,stat,,Played Catchermin. 1 game,team,HOU,Houston Astros,team,CIN,Cincinnati Reds,team,SDP,San Diego Padres
488,team,SFG,San Francisco Giants,stat,,200+ Wins CareerPitching,stat,,Played Second Basemin. 1 game,team,NYM,New York Mets,team,ANA,Los Angeles Angels,team,OAK, Athletics
489,stat,,All Star,stat,,MVP,stat,,Only One Team,stat,,Pitchedmin. 1 game,stat,,.300+ AVG CareerBatting,stat,,20+ Win SeasonPitching
490,team,KCR,Kansas City Royals,team,MIN,Minnesota Twins,stat,,Born Outside US 50 States and DC,team,CHW,Chicago  White Sox,team,COL,Colorado Rockies,stat,,Played Shortstopmin. 1 game
491,team,BAL,Baltimore Orioles,team,DET,Detroit Tigers,stat,,200+ K SeasonPitching,team,TEX,Texas Rangers,team,ATL,Atlanta Braves,team,BOS,Boston   Red Sox
492,team,SDP,San Diego Padres,team,LAD,Los Angeles Dodgers,stat,,Gold Glove,team,CLE,Cleveland Guardians,team,CHC,Chicago Cubs,stat,,30+ HR SeasonBatting
493,team,TOR,Toronto  Blue Jays,stat,,6+ WAR Season,stat,,Played First Basemin. 1 game,team,STL,St. Louis Cardinals,team,PHI,Philadelphia Phillies,team,WSN,Washington Nationals
494,team,SEA,Seattle Mariners,stat,,Played Right Fieldmin. 1 game,stat,,30+ SB Season,team,ARI,Arizona Diamondbacks,team,HOU,Houston Astros,stat,,100+ Run SeasonBatting
495,team,TEX,Texas Rangers,stat,,.300+ AVG SeasonBatting,stat,,300+ HR CareerBatting,team,ATL,Atlanta Braves,team,BOS,Boston   Red Sox,stat,,First Round Draft Pick
496,stat,,200+ Wins CareerPitching,stat,,Cy Young,stat,,Hall of Fame,stat,,2000+ K CareerPitching,stat,,10+ Win SeasonPitching,stat,,Threw a No‑Hitter
497,team,OAK, Athletics,team,SFG,San Francisco Giants,stat,,Only One Team,team,NYY,New York Yankees,team,FLA,Miami Marlins,team,CIN,Cincinnati Reds
498,team,WSN,Washington Nationals,stat,,MVP,stat,,Played Center Fieldmin. 1 game,team,MIN,Minnesota Twins,team,CHC,Chicago Cubs,stat,,Silver Slugger
499,team,SDP,San Diego Padres,team,MIL,Milwaukee Brewers,stat,,Played Outfieldmin. 1 game,team,PIT,Pittsburgh Pirates,team,CHW,Chicago  White Sox,stat,,All Star
500,stat,,40+ WAR Career,stat,,500+ HR CareerBatting,stat,,Gold Glove,stat,,2000+ Hits CareerBatting,stat,,.300+ AVG CareerBatting,stat,,Born Outside US 50 States and DC
501,team,NYY,New York Yankees,team,TOR,Toronto  Blue Jays,stat,,≤ 3.00 ERA Season,team,NYM,New York Mets,team,ANA,Los Angeles Angels,team,LAD,Los Angeles Dodgers
502,team,STL,St. Louis Cardinals,team,CLE,Cleveland Guardians,stat,,30+ HR SeasonBatting,team,BAL,Baltimore Orioles,team,KCR,Kansas City Royals,team,BOS,Boston   Red Sox
503,stat,,100+ Run SeasonBatting,stat,,30+ SB Season,stat,,.300+ AVG SeasonBatting,stat,,200+ Hits SeasonBatting,stat,,Rookie of the Year,stat,,Played Third Basemin. 1 game
504,team,PHI,Philadelphia Phillies,stat,,30+ Save SeasonPitching,stat,,Played Shortstopmin. 1 game,team,DET,Detroit Tigers,team,SFG,San Francisco Giants,team,OAK, Athletics
505,team,WSN,Washington Nationals,stat,,100+ RBI SeasonBatting,stat,,Hall of Fame,team,ATL,Atlanta Braves,team,SEA,Seattle Mariners,team,FLA,Miami Marlins
506,team,TEX,Texas Rangers,team,STL,St. Louis Cardinals,stat,,Played Second Basemin. 1 game,team,HOU,Houston Astros,team,PIT,Pittsburgh Pirates,stat,,Silver Slugger
507,team,CHC,Chicago Cubs,stat,,Played Catchermin. 1 game,stat,,Pitchedmin. 1 game,team,NYY,New York Yankees,team,COL,Colorado Rockies,team,CHW,Chicago  White Sox
508,team,NYM,New York Mets,team,TOR,Toronto  Blue Jays,stat,,20+ Win SeasonPitching,team,MIN,Minnesota Twins,team,CIN,Cincinnati Reds,team,CLE,Cleveland Guardians
509,team,SDP,San Diego Padres,team,ANA,Los Angeles Angels,stat,,Born Outside US 50 States and DC,team,MIL,Milwaukee Brewers,team,LAD,Los Angeles Dodgers,stat,,300+ HR CareerBatting
510,team,SFG,San Francisco Giants,stat,,Threw a No‑Hitter,stat,,200+ Hits SeasonBatting,team,BOS,Boston   Red Sox,stat,,MVP,stat,,6+ WAR Season
511,team,KCR,Kansas City Royals,team,PHI,Philadelphia Phillies,stat,,30+ HR SeasonBatting,team,ATL,Atlanta Braves,team,TBD,Tampa Bay Rays,stat,,All Star
512,team,CHW,Chicago  White Sox,team,DET,Detroit Tigers,stat,,Played First Basemin. 1 game,team,BAL,Baltimore Orioles,team,OAK, Athletics,team,NYY,New York Yankees
513,team,ANA,Los Angeles Angels,team,TEX,Texas Rangers,stat,,Played Outfieldmin. 1 game,team,WSN,Washington Nationals,team,STL,St. Louis Cardinals,stat,,2000+ Hits CareerBatting
514,team,SEA,Seattle Mariners,team,HOU,Houston Astros,stat,,100+ RBI SeasonBatting,team,PIT,Pittsburgh Pirates,team,TOR,Toronto  Blue Jays,stat,,Played Shortstopmin. 1 game
515,team,NYM,New York Mets,team,SFG,San Francisco Giants,stat,,Only One Team,team,ATL,Atlanta Braves,team,LAD,Los Angeles Dodgers,stat,,Hall of Fame
516,team,CHC,Chicago Cubs,team,CIN,Cincinnati Reds,stat,,500+ HR CareerBatting,team,BOS,Boston   Red Sox,team,BAL,Baltimore Orioles,stat,,Played Third Basemin. 1 game
517,stat,,≤ 3.00 ERA Season,stat,,10+ Win SeasonPitching,stat,,First Round Draft Pick,stat,,200+ K SeasonPitching,stat,,Silver Slugger,stat,,Gold Glove
518,team,TEX,Texas Rangers,team,NYY,New York Yankees,stat,,30+ HR SeasonBatting,team,CLE,Cleveland Guardians,team,MIN,Minnesota Twins,stat,,Played Center Fieldmin. 1 game
519,team,LAD,Los Angeles Dodgers,team,PHI,Philadelphia Phillies,stat,,All Star,team,STL,St. Louis Cardinals,team,ARI,Arizona Diamondbacks,stat,,Played Catchermin. 1 game
520,team,NYM,New York Mets,team,SEA,Seattle Mariners,stat,,6+ WAR Season,team,MIL,Milwaukee Brewers,team,DET,Detroit Tigers,stat,,30+ SB Season
521,team,SDP,San Diego Padres,team,CHW,Chicago  White Sox,stat,,2000+ Hits CareerBatting,team,ATL,Atlanta Braves,team,FLA,Miami Marlins,team,SFG,San Francisco Giants
522,team,BOS,Boston   Red Sox,team,KCR,Kansas City Royals,stat,,Born Outside US 50 States and DC,team,OAK, Athletics,team,HOU,Houston Astros,team,WSN,Washington Nationals
523,team,PIT,Pittsburgh Pirates,team,BAL,Baltimore Orioles,stat,,Played Shortstopmin. 1 game,team,ANA,Los Angeles Angels,team,NYY,New York Yankees,stat,,.300+ AVG SeasonBatting
524,stat,,200+ K SeasonPitching,stat,,100+ RBI SeasonBatting,stat,,300+ HR CareerBatting,stat,,All Star,stat,,Hall of Fame,stat,,MVP
525,team,STL,St. Louis Cardinals,team,CLE,Cleveland Guardians,stat,,Only One Team,team,CHC,Chicago Cubs,team,MIN,Minnesota Twins,stat,,40+ HR SeasonBatting
526,team,HOU,Houston Astros,stat,,40+ WAR Career,stat,,10+ Win SeasonPitching,team,COL,Colorado Rockies,team,OAK, Athletics,team,LAD,Los Angeles Dodgers
527,team,NYM,New York Mets,stat,,Played Left Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,BOS,Boston   Red Sox,team,WSN,Washington Nationals,team,PIT,Pittsburgh Pirates
528,team,ATL,Atlanta Braves,team,CIN,Cincinnati Reds,stat,,Played First Basemin. 1 game,team,MIL,Milwaukee Brewers,team,SEA,Seattle Mariners,stat,,100+ Run SeasonBatting
529,team,TEX,Texas Rangers,team,KCR,Kansas City Royals,stat,,2000+ Hits CareerBatting,team,TOR,Toronto  Blue Jays,team,PHI,Philadelphia Phillies,stat,,200+ Hits SeasonBatting
530,team,TBD,Tampa Bay Rays,team,DET,Detroit Tigers,stat,,.300+ AVG SeasonBatting,team,CHW,Chicago  White Sox,team,SDP,San Diego Padres,team,LAD,Los Angeles Dodgers
531,team,BOS,Boston   Red Sox,stat,,Born Outside US 50 States and DC,stat,,6+ WAR Season,team,ANA,Los Angeles Angels,stat,,Hall of Fame,stat,,≤ 3.00 ERA Season
532,team,ARI,Arizona Diamondbacks,team,MIL,Milwaukee Brewers,stat,,First Round Draft Pick,team,NYY,New York Yankees,team,HOU,Houston Astros,stat,,Pitchedmin. 1 game
533,team,FLA,Miami Marlins,team,SFG,San Francisco Giants,stat,,40+ WAR Career,team,KCR,Kansas City Royals,team,BAL,Baltimore Orioles,team,MIN,Minnesota Twins
534,team,WSN,Washington Nationals,team,PIT,Pittsburgh Pirates,stat,,30+ HR SeasonBatting,team,OAK, Athletics,team,CIN,Cincinnati Reds,stat,,300+ HR CareerBatting
535,team,STL,St. Louis Cardinals,team,NYM,New York Mets,stat,,30+ SB Season,team,SDP,San Diego Padres,team,CHW,Chicago  White Sox,stat,,100+ RBI SeasonBatting
536,team,TEX,Texas Rangers,team,ATL,Atlanta Braves,stat,,200+ K SeasonPitching,team,CHC,Chicago Cubs,team,NYY,New York Yankees,stat,,200+ Wins CareerPitching
537,team,DET,Detroit Tigers,team,SFG,San Francisco Giants,stat,,Played Third Basemin. 1 game,team,TOR,Toronto  Blue Jays,team,CLE,Cleveland Guardians,stat,,Gold Glove
538,stat,,Played Outfieldmin. 1 game,stat,,Played First Basemin. 1 game,stat,,Played Second Basemin. 1 game,stat,,200+ Hits SeasonBatting,stat,,.300+ AVG CareerBatting,stat,,MVP
539,team,PHI,Philadelphia Phillies,stat,,Silver Slugger,stat,,Born Outside US 50 States and DC,team,SEA,Seattle Mariners,team,BOS,Boston   Red Sox,team,SDP,San Diego Padres
540,team,MIL,Milwaukee Brewers,team,CHC,Chicago Cubs,stat,,Played Catchermin. 1 game,team,KCR,Kansas City Royals,team,OAK, Athletics,stat,,Played Shortstopmin. 1 game
541,team,MIN,Minnesota Twins,team,BAL,Baltimore Orioles,stat,,2000+ Hits CareerBatting,team,LAD,Los Angeles Dodgers,team,PIT,Pittsburgh Pirates,stat,,All Star
542,team,HOU,Houston Astros,team,COL,Colorado Rockies,stat,,100+ RBI SeasonBatting,team,ANA,Los Angeles Angels,team,CHW,Chicago  White Sox,stat,,Played Center Fieldmin. 1 game
543,team,STL,St. Louis Cardinals,team,TBD,Tampa Bay Rays,stat,,10+ Win SeasonPitching,team,CIN,Cincinnati Reds,team,NYM,New York Mets,team,WSN,Washington Nationals
544,team,NYY,New York Yankees,team,CHC,Chicago Cubs,stat,,≤ 3.00 ERA Season,team,SFG,San Francisco Giants,team,SEA,Seattle Mariners,stat,,300+ Save CareerPitching
545,stat,,Gold Glove,stat,,40+ WAR Career,stat,,Only One Team,stat,,30+ HR /30+ SB SeasonBatting,stat,,200+ Hits SeasonBatting,stat,,300+ HR CareerBatting
546,team,HOU,Houston Astros,stat,,Born Outside US 50 States and DC,stat,,Silver Slugger,team,ATL,Atlanta Braves,team,DET,Detroit Tigers,stat,,Played Third Basemin. 1 game
547,team,STL,St. Louis Cardinals,stat,,2000+ K CareerPitching,stat,,100+ Run SeasonBatting,team,ARI,Arizona Diamondbacks,team,OAK, Athletics,stat,,MVP
548,team,PHI,Philadelphia Phillies,stat,,Hall of Fame,stat,,First Round Draft Pick,team,MIN,Minnesota Twins,team,PIT,Pittsburgh Pirates,team,CLE,Cleveland Guardians
549,team,FLA,Miami Marlins,stat,,Rookie of the Year,stat,,All Star,team,BOS,Boston   Red Sox,team,NYM,New York Mets,team,CIN,Cincinnati Reds
550,team,ANA,Los Angeles Angels,team,SDP,San Diego Padres,stat,,.300+ AVG SeasonBatting,team,TEX,Texas Rangers,team,TOR,Toronto  Blue Jays,stat,,Pitchedmin. 1 game
551,team,NYY,New York Yankees,team,CHW,Chicago  White Sox,stat,,200+ Wins CareerPitching,team,LAD,Los Angeles Dodgers,team,WSN,Washington Nationals,stat,,20+ Win SeasonPitching
552,stat,,6+ WAR Season,stat,,2000+ Hits CareerBatting,stat,,100+ RBI SeasonBatting,stat,,Played Catchermin. 1 game,stat,,.300+ AVG CareerBatting,stat,,30+ HR SeasonBatting
553,team,MIN,Minnesota Twins,stat,,30+ SB Season,stat,,Played Right Fieldmin. 1 game,team,DET,Detroit Tigers,team,ATL,Atlanta Braves,stat,,Played Left Fieldmin. 1 game
554,team,BAL,Baltimore Orioles,team,TEX,Texas Rangers,stat,,≤ 3.00 ERA Season,team,KCR,Kansas City Royals,team,MIL,Milwaukee Brewers,stat,,2000+ K CareerPitching
555,team,PHI,Philadelphia Phillies,team,HOU,Houston Astros,stat,,200+ K SeasonPitching,team,SFG,San Francisco Giants,team,CIN,Cincinnati Reds,team,NYM,New York Mets
556,team,TOR,Toronto  Blue Jays,team,SDP,San Diego Padres,stat,,MVP,team,CHC,Chicago Cubs,team,NYY,New York Yankees,stat,,40+ WAR Career
557,team,CLE,Cleveland Guardians,team,ANA,Los Angeles Angels,stat,,All Star,team,OAK, Athletics,team,TBD,Tampa Bay Rays,stat,,30+ Save SeasonPitching
558,team,ATL,Atlanta Braves,team,COL,Colorado Rockies,stat,,Played First Basemin. 1 game,team,LAD,Los Angeles Dodgers,team,STL,St. Louis Cardinals,team,PIT,Pittsburgh Pirates
